country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
Greece,650938.18,45,2016-01-01,GR,300,17923.9668134716,69.08791547,23.51,100.0,116.6439809,10775971.0,6942178.0,-27234.0,81.3878048780488,44.0,-0.0724245841387301,-0.5785807515839
Spain,606125.21,333,2016-01-01,ES,724,26537.1594894542,80.56133294,19.64,100.0,110.8625606,46484062.0,30717059.0,89021.0,83.3292682926829,58.0,2.95081590903861,0.32209801213854
Israel,602480.37,27,2016-01-01,IL,376,37690.4739511859,79.65312418,4.72,100.0,129.5500471,8546000.0,5183981.0,13263.0,82.4073170731707,64.0,2.49264371119004,0.357880736218405
Norway,601677.62,203,2016-01-01,NO,578,70867.3609970749,97.29820367,4.68,100.0,109.4141225,5234519.0,3434222.0,26425.0,82.4073170731707,85.0,0.277407784487878,-1.59809716352439
Bulgaria,556079.62,70,2016-01-01,BG,100,7570.93165511708,59.82554766,7.57,97.3378295898438,123.8462766,7127822.0,4635204.0,-14947.0,74.8121951219512,41.0,3.75177878457853,3.32355974481327
Netherlands,544057.44,207,2016-01-01,NL,528,46039.1059284098,90.4109589,6.01,100.0,121.9889276,17030314.0,11135885.0,59528.0,81.5609756097561,83.0,1.64931554652068,0.454667288773308
Thailand,540305.61,203,2016-01-01,TH,764,5854.4639077194,47.50496562,0.69,99.8852081298828,169.4859395,70607037.0,50413114.0,76693.0,78.049,35.0,2.977158499243,2.63616761998928
Singapore,477434.68,94,2016-01-01,SG,702,56895.6583127851,84.45226789,4.08,100.0,148.123236,5607283.0,4373213.0,36498.0,82.8463414634146,84.0,2.26617300748153,0.469483247020548
Japan,471678.23,211,2016-01-01,JP,392,39375.4731620781,93.18272128,3.13,100.0,131.3864746,127076000.0,75621650.0,156993.0,83.9848780487805,72.0,0.805362824616168,0.419944376057273
Estonia,332541.03,42,2016-01-01,EE,233,18295.3429322114,87.24023275,6.76,100.0,144.227031,1315790.0,850822.0,1164.0,77.6414634146342,70.0,3.12553830458751,2.18730990746438
Turkey,278569.58,131,2016-01-01,TR,792,10970.0458948862,58.34773401,10.84,100.0,92.64658163,79277962.0,54257538.0,375842.0,76.66,41.0,1.94225845985372,8.13047807814451
Slovakia,258943.89,61,2016-01-01,SK,0,16563.4404971229,80.47585728,9.68,100.0,128.6989641,5430798.0,3794576.0,3682.0,77.1658536585366,51.0,1.81260702828008,-0.512295855894507
Kazakhstan,240024.16,25,2016-01-01,KZ,398,7714.84184376024,74.58772647,4.96,100.0,141.2436051,17794055.0,11619625.0,-7445.0,72.41,29.0,-0.327514634284228,13.6384336176426
Belgium,235406.27,93,2016-01-01,BE,056,42012.6227191016,86.51647666,7.83,100.0,110.9039753,11331422.0,7325397.0,56781.0,81.4390243902439,77.0,0.755268919102846,1.92085069495049
Viet Nam,227674.74,149,2016-01-01,VN,0,2760.71710111715,53.0,1.85,99.2,129.5014832,93126529.0,64683440.0,-4432.0,73.938,33.0,5.61868010324022,1.81953592779914
Hong Kong,196306.49,60,2016-01-01,HK,0,43734.1980702999,87.47941467,3.39,100.0,236.4865739,7336600.0,5299307.0,,84.2114634146342,77.0,1.54453459062725,1.63828350848434
New Zealand,169383.43,52,2016-01-01,NZ,554,40058.1961621466,86.5,5.15,100.0,130.674682,4714100.0,3084285.0,50012.0,81.6585365853659,90.0,1.49632454697158,2.34810482527675
Czech Republic,163956.18,138,2016-01-01,CZ,203,18575.2320271915,76.4811987,3.95,100.0,118.5935717,10566332.0,6974680.0,-300.0,79.0268292682927,55.0,2.34055226080498,1.14145060120347
Mexico,157603.82,73,2016-01-01,MX,484,9152.73722334937,59.540446,3.85,99.5,91.94482417,121519221.0,79805908.0,33094.0,74.412,30.0,0.625682742880969,6.07758783903645
South Africa,150501.19,122,2016-01-01,ZA,710,5735.06678717842,54.0,24.02,83.9,146.0644426,56422274.0,37274755.0,-866101.0,64.747,45.0,-0.309171167254917,6.9521719608848
Italy,143543.43,106,2016-01-01,IT,380,30960.7315088902,61.32425277,11.69,100.0,142.9771615,60627498.0,38880651.0,49591.0,83.2439024390244,47.0,1.46569044434084,1.13435002037254
Macao,141875.6,2,2016-01-01,MO,446,71919.054918813,81.64298546,1.94,100.0,314.3465329,626688.0,485987.0,6962.0,84.231,,-2.49352439674533,0.861684749152516
Portugal,137072.71,168,2016-01-01,PT,620,19991.9724878805,70.42356709,11.07,100.0,111.9942091,10325452.0,6710327.0,-8128.0,81.1243902439025,62.0,2.34182321593775,1.71666254687131
Belarus,131725.62,38,2016-01-01,BY,112,5039.77560949445,71.11304576,5.84,98.0430068969727,117.8382404,9469379.0,6462580.0,15258.0,73.8268292682927,40.0,-2.61129931788116,8.34100450279709
Saudi Arabia,112904.65,11,2016-01-01,SA,682,19930.407543816,74.87927469,5.6,99.9,143.4406683,33416270.0,23568169.0,171429.0,77.064,46.0,0.321643716787506,-2.81698259797945
Peru,111582.37,50,2016-01-01,PE,604,6163.86042474328,45.46174069,3.74,94.2,118.631109,31132779.0,19893868.0,80725.0,75.789,35.0,2.54786708172743,3.08088269037734
Mongolia,95390.38,16,2016-01-01,MN,496,3690.75677759847,22.2657705,7.24,90.8075485229492,111.1573482,3029555.0,2008098.0,7470.0,69.865,38.0,-0.681209924413565,2.99312676057677
Chile,94889.5,85,2016-01-01,CL,152,13788.2400157601,83.55858602,6.73,100.0,128.8584324,18083879.0,12467153.0,126525.0,80.079,66.0,0.550297851444384,4.56065604390805
Bosnia and Herzegovina,92973.71,11,2016-01-01,BA,070,4917.26376596306,60.25653543,25.41,99.996711730957,97.78962053,3480986.0,2412441.0,-32195.0,76.808,39.0,4.5276131121432,1.33330596746471
Colombia,88075.48,30,2016-01-01,CO,170,5936.2610216683,58.13649357,8.92,98.4,123.2204667,47625955.0,32725009.0,79978.0,76.471,37.0,1.0022727252119,5.14833430514602
Indonesia,84851.65,67,2016-01-01,ID,360,3558.81885175737,25.4473537,4.3,97.62,147.24962,261850182.0,175658667.0,-38653.0,69.798,37.0,3.92669809073649,2.43892408688207
Argentina,84577.02,101,2016-01-01,AR,032,12790.2641396135,70.96898082,8.085,99.8997421264648,145.9179567,43590368.0,27986612.0,5215.0,76.308,36.0,-3.11006389821465,41.1193799882279
Hungary,70360.27,77,2016-01-01,HU,348,13104.6995457458,79.25941213,5.11,100.0,101.3947585,9814023.0,6577390.0,-982.0,76.0634146341464,48.0,2.50305336152638,1.3204719948326
Croatia,63692.97,34,2016-01-01,HR,191,12579.9227031481,72.69726967,13.1,100.0,104.5124819,4174349.0,2750258.0,-13569.0,78.0219512195122,49.0,4.28808117549096,-0.0612118610034429
Lithuania,58954.94,47,2016-01-01,LT,440,15008.3132445526,74.37664556,7.86,100.0,143.3251275,2868231.0,1888698.0,-17334.0,74.6707317073171,59.0,3.82984126408542,1.57625277213522
Ireland,57555.79,27,2016-01-01,IE,372,62784.0656875694,83.5,8.37,100.0,103.3786082,4755335.0,3110739.0,18978.0,81.6536585365854,73.0,0.623252100614778,0.583849082631687
India,53759.16,143,2016-01-01,IN,356,1714.27953740039,16.5,7.808,89.5863037109375,84.25058892,1338636340.0,884115112.0,68119.0,70.117,40.0,6.980989698607,3.23797495325803
Slovenia,53070.17,23,2016-01-01,SI,705,21678.3594670629,75.49850426,8.02,100.0,114.1499603,2065042.0,1377667.0,7684.0,81.1756097560976,61.0,3.11634660116351,0.874115426326341
Latvia,37232.54,47,2016-01-01,LV,428,14331.7515885049,79.84209778,9.64,100.0,134.2946659,1959537.0,1265689.0,-10340.0,74.580487804878,57.0,3.30843439755775,0.863392494557075
Austria,35481.33,64,2016-01-01,AT,040,45307.5878620429,84.32374257,6.06,100.0,126.8182509,8736668.0,5866325.0,66282.0,81.6414634146342,75.0,0.892469139632297,1.84829469843848
Lebanon,29383.32,14,2016-01-01,LB,422,8172.29947599133,76.11,9.694,99.796501159668,68.33843563,6258619.0,4184093.0,-228173.0,79.505,28.0,3.83144722381587,0.87129520217637
United Arab Emirates,28525.73,26,2016-01-01,AE,784,41054.5395699204,90.60000732,1.64,100.0,221.308772,8994263.0,7631041.0,-13520.0,79.335,66.0,4.6535053902119,-5.52947860546242
Switzerland,26618.28,49,2016-01-01,CH,756,82153.0745447889,89.13468774,4.92,100.0,134.2677888,8373338.0,5618817.0,70637.0,83.6024390243903,86.0,0.960131673178253,-0.583291591583972
"Moldova, Republic of",18577.59,5,2016-01-01,MD,0,2847.63506882245,46.7,1.59,99.9373474121094,117.468078,2803186.0,1951077.0,-51633.0,69.917,30.0,5.87017576429136,3.5508738308871
Iceland,16984.89,41,2016-01-01,IS,352,61987.9263620283,98.2400163,2.98,100.0,119.6434051,335439.0,222056.0,4113.0,82.2048780487805,78.0,4.83829921427557,2.260860866933
Venezuela,15312.23,23,2016-01-01,VE,862,,60.0,5.32,99.4,89.78392506,30741464.0,20028989.0,-283326.0,72.058,17.0,,
Bahrain,14827.85,1,2016-01-01,BH,048,22867.1811196134,97.9999807,1.193,100.0,212.4528521,1409661.0,1085892.0,29052.0,79.557,43.0,0.0672330100929202,0.247278734320417
Malta,12648.3,81,2016-01-01,MT,470,25623.9416320597,78.0751488,4.69,100.0,125.1793331,455356.0,308451.0,10239.0,82.4536585365854,55.0,1.04231563575796,1.99701751671788
Cuba,10103.57,3,2016-01-01,CU,192,8055.92586780018,42.97867519,2.0,99.1772613525391,35.16042833,11342012.0,7838384.0,-14454.0,77.643,47.0,0.494073392258642,4.32834924313742
Armenia,8356.08,6,2016-01-01,AM,051,3679.95234740376,64.34602977,12.625,99.8,119.8452458,2865835.0,1983725.0,-26804.0,74.664,33.0,0.646135942752821,0.268575076501392
Morocco,6060.16,4,2016-01-01,MA,504,3132.9521484375,58.27123642,9.3,97.8,118.1848162,35107264.0,23204451.0,-57256.0,73.284,37.0,-0.722002650636625,0.969883868049919
Azerbaijan,5858.27,8,2016-01-01,AZ,031,3880.6852276838,78.2,5.0,100.0,102.1325853,9757812.0,6811714.0,1484.0,72.004,30.0,-4.17717168005237,14.6714002511137
Uruguay,4869.0,16,2016-01-01,UY,858,16837.9403803049,66.4,7.84,99.7,149.8853759,3413766.0,2191693.0,-3506.0,77.571,71.0,1.36367741460649,8.16545833991123
Kuwait,4735.75,4,2016-01-01,KW,414,27026.6876602182,85.6,2.16,100.0,189.2095892,4048085.0,3070398.0,-90785.0,79.701,41.0,-0.617015960146404,-6.83796631002545
Albania,4450.0,1,2016-01-01,AL,008,4124.05538986272,59.6,15.42,99.89,116.9622462,2876101.0,1962501.0,-10887.0,78.86,39.0,3.48029321671386,-0.632653419095547
Panama,3390.73,1,2016-01-01,PA,591,14382.2323819969,54.0,4.759,92.3552703857422,127.7034008,4026336.0,2604773.0,10109.0,77.653,38.0,3.14843275886638,2.00210870109616
Ecuador,3182.55,6,2016-01-01,EC,218,6079.08873612077,54.06292473,4.6,98.7,84.44422411,16439585.0,10624438.0,27063.0,76.763,31.0,-2.6904994760865,1.90164677546638
Costa Rica,417.26,3,2016-01-01,CR,188,11899.8139833748,65.88044919,8.09,99.5,168.4594269,4945205.0,3402685.0,4150.0,79.459,58.0,3.15151339047799,1.95876479850916
Uzbekistan,167.0,1,2016-01-01,UZ,860,2704.67718852896,46.79128694,5.16,99.9363708496094,73.96739398,31847900.0,21308256.0,-35209.0,70.755,21.0,4.10607276304242,8.93036849064981
China,19362709.89,1443,2017-01-01,CN,156,8817.04560829162,54.3,4.47,100.0,104.2265872,1396215000.0,986411437.0,-180592.0,77.248,41.0,6.30186310041572,4.23268197592985
United States,15558242.09,3452,2017-01-01,US,840,59907.754260885,87.27488917,4.36,100.0,103.1297891,325122128.0,214183259.0,1377630.0,78.5390243902439,75.0,1.59713559028371,1.89961013996167
"Korea, Republic of",12245056.2,979,2017-01-01,KR,0,31600.7358741365,95.06942188,3.65,100.0,123.581176,51361911.0,37533636.0,112523.0,82.6268292682927,54.0,2.87019696151147,2.22278138152841
Denmark,5040889.52,387,2017-01-01,DK,208,57610.0981801135,97.09936216,5.83,100.0,124.4641018,5764980.0,3693665.0,23188.0,81.1024390243903,88.0,2.16235511316154,1.18466161152733
Germany,4990949.69,796,2017-01-01,DE,276,44652.5891722719,84.3941537,3.75,100.0,132.7695384,82657002.0,53973322.0,430803.0,80.9926829268293,81.0,2.29720604740949,1.50373898915133
Sweden,4836033.69,635,2017-01-01,SE,752,53791.5087298403,93.00626697,6.72,100.0,124.4688458,10057698.0,6293336.0,80765.0,82.409756097561,84.0,1.19514757132167,2.13515182451252
Finland,4011913.4,371,2017-01-01,FI,246,46412.1364777169,87.46892907,8.64,100.0,129.9894338,5508214.0,3451227.0,13307.0,81.6317073170732,85.0,2.95053137282473,0.819262897258781
France,3886687.25,829,2017-01-01,FR,250,38781.0494870836,80.50245972,9.41,100.0,107.5983841,66918020.0,41566422.0,13175.0,82.5756097560976,70.0,1.99499844733441,0.521577263305687
Russian Federation,3773915.68,667,2017-01-01,RU,643,10720.33203125,76.00813853,5.21,100.0,156.187408,144496739.0,98705692.0,350105.0,72.4514634146342,29.0,1.70938569423402,5.34981508767618
Brazil,3404495.0,758,2017-01-01,BR,076,9896.71889500528,67.47128452,12.79,99.8,106.1217992,208504960.0,145586706.0,56362.0,74.827,37.0,0.523296588574212,3.67138451275035
Canada,2986960.2,582,2017-01-01,CA,124,45129.4292980922,92.70137191,6.43,100.0,86.70104032,36545236.0,24502656.0,361274.0,81.8329268292683,82.0,1.80530567584421,2.57101465425282
United Kingdom,2920018.86,679,2017-01-01,GB,826,40572.1214823783,90.42455049,4.33,100.0,119.7294099,66058859.0,42264767.0,239014.0,81.2560975609756,82.0,1.96002099357008,1.85654104667935
Ukraine,2853966.33,173,2017-01-01,UA,804,2638.32543945313,58.88947945,9.5,100.0,131.3565115,44831135.0,30583925.0,-50447.0,71.7809756097561,30.0,2.81064547083641,22.0983174978017
Bulgaria,2638139.17,96,2017-01-01,BG,100,8381.88134621669,63.41010138,6.16,98.0648651123047,118.8025553,7075947.0,4577516.0,-13560.0,74.8146341463415,43.0,3.4991755485791,4.81312048422326
Australia,2582180.04,601,2017-01-01,AU,036,53954.553494614,86.54504885,5.59,100.0,108.4165835,24592588.0,16164960.0,244875.0,82.5,77.0,0.647495218504773,3.65123280881308
Poland,2460587.91,616,2017-01-01,PL,616,13815.4999463758,75.98536595,4.89,100.0,130.9503547,37974826.0,25909730.0,-1983.0,77.7536585365854,60.0,5.12689681500834,1.76210628965667
Lebanon,2450968.76,23,2017-01-01,LB,422,8679.89742212366,78.18077489,10.168,99.8519134521484,72.00693309,6109252.0,4008793.0,-230947.0,79.654,28.0,3.37003795273026,2.7485363221939
Philippines,2285223.39,169,2017-01-01,PH,608,3077.43441889625,41.6,2.55,93.0,112.3979818,106738501.0,67521710.0,36111.0,71.516,34.0,5.06439325253496,2.32025994680146
Malaysia,1125729.13,173,2017-01-01,MY,458,9979.70447282371,80.14047901,3.41,99.9786987304688,132.4079212,31975806.0,22181826.0,78257.0,75.476,47.0,4.32563033470905,3.77896094306453
Netherlands,1046676.56,263,2017-01-01,NL,528,48675.2223350213,93.19727891,4.84,100.0,119.3221581,17131296.0,11176625.0,60585.0,81.7609756097561,82.0,2.30428473259315,1.26070715808579
Japan,922014.45,245,2017-01-01,JP,392,38834.0529341227,91.72654724,2.82,100.0,136.4176676,126972000.0,75084846.0,164070.0,84.099756097561,73.0,1.75861180161441,-0.0743495037290671
Viet Nam,884179.63,341,2017-01-01,VN,0,2992.07153198845,58.14,1.87,100.0,127.6319162,94033048.0,65217933.0,-3847.0,73.963,35.0,5.90924097336334,4.36292014766431
Thailand,839933.53,321,2017-01-01,TH,764,6436.78965986703,52.89192934,0.83,99.9,171.4147843,70898202.0,50431858.0,44063.0,78.394,37.0,3.74984374367759,1.8999449899777
Norway,749305.21,170,2017-01-01,NO,578,76131.8384032764,96.3576013,4.16,100.0,108.380522,5276968.0,3452963.0,21584.0,82.609756097561,85.0,1.63950714511496,4.08094934122931
Spain,655628.78,336,2017-01-01,ES,724,28185.3213671969,84.6022457,17.22,100.0,112.7141001,46593236.0,30715847.0,167475.0,83.2829268292683,57.0,2.73447515505379,1.29921183318382
Kazakhstan,628416.48,55,2017-01-01,KZ,398,9247.58067886159,76.42674823,4.9,100.0,145.7470439,18037776.0,11657941.0,-15903.0,72.95,31.0,2.69343213630073,11.211105653729
Mexico,568735.65,95,2017-01-01,MX,484,9693.33009125499,53.03178861,3.42,100.0,93.07232465,122839258.0,80964835.0,-12438.0,74.138,29.0,0.777009677575364,6.56759494838649
Macao,560661.66,3,2017-01-01,MO,446,78896.2747485132,83.17408907,1.99,100.0,320.5404246,638609.0,490488.0,7727.0,84.563,,7.80925542596262,2.14891172657101
Turkey,498586.08,155,2017-01-01,TR,792,10695.550196231,64.68461768,10.82,100.0,94.77443648,80312698.0,55023704.0,-252010.0,77.141,40.0,6.11695888825578,10.9824216683285
Italy,473800.93,227,2017-01-01,IT,380,32406.7203150134,63.077347,11.21,100.0,139.776512,60536709.0,38770686.0,70475.0,82.9463414634147,50.0,1.82033385192226,0.726343220957816
Israel,473041.17,51,2017-01-01,IL,376,41114.7817082553,81.58118359,4.14,100.0,126.8464798,8713300.0,5262154.0,14518.0,82.5512195121951,62.0,2.27442977959885,-0.0338664330484306
Slovakia,465470.23,72,2017-01-01,SK,0,17585.197002257,81.62566752,8.14,100.0,130.8550955,5439232.0,3763872.0,3542.0,77.1658536585366,50.0,2.7784542927246,1.21580198812519
Estonia,461646.45,71,2017-01-01,EE,233,20437.765376736,88.10245687,5.76,100.0,144.5430113,1317384.0,846482.0,5329.0,78.0926829268293,71.0,5.66403908236126,3.59036501479098
Singapore,443819.72,167,2017-01-01,SG,702,61164.8973569773,84.45226789,4.2,100.0,145.4058271,5612253.0,4340011.0,35449.0,83.0951219512195,84.0,4.45214734181411,2.87515298539518
Belarus,424370.89,65,2017-01-01,BY,112,5785.53397723676,74.43644541,5.65,98.7420120239258,117.5863907,9458989.0,6413187.0,15937.0,74.1292682926829,44.0,2.64424708758548,8.62353504522142
Peru,402148.78,103,2017-01-01,PE,604,6676.30879274916,50.45041218,3.69,94.8,123.1285796,31605486.0,20270676.0,104242.0,75.879,37.0,0.985513944113038,3.61565826105974
Bosnia and Herzegovina,349318.6,13,2017-01-01,BA,070,5327.39230422044,64.89202051,20.53,100.0,100.001686,3440027.0,2369660.0,-30669.0,76.935,38.0,4.47338640670523,1.77870702677497
Czech Republic,348030.3,159,2017-01-01,CZ,203,20636.199952435,78.71917285,2.89,100.0,119.9885389,10594438.0,6928654.0,2809.0,78.9780487804878,57.0,4.88972204225595,1.30694431650136
Belgium,282227.2,117,2017-01-01,BE,056,44198.4823908691,87.67968082,7.09,100.0,99.76104331,11375158.0,7333843.0,56248.0,81.4926829268293,75.0,1.22886623616918,1.83027279601211
Pakistan,278361.7,16,2017-01-01,PK,586,1567.6406123353,13.78,3.187,92.6610260009766,66.79261828,216379655.0,125260953.0,-1574581.0,66.297,32.0,3.05478922007623,4.02974599325579
Hong Kong,249062.25,90,2017-01-01,HK,0,46160.429791493,89.41594465,3.12,100.0,246.5284142,7393200.0,5281200.0,,84.6956097560976,77.0,3.00147302092924,2.88058771622465
South Africa,246410.3,181,2017-01-01,ZA,710,6734.47515314548,56.16739447,23.99,84.4,156.2424453,56641209.0,37200003.0,-10681.0,65.402,43.0,0.766941612663501,5.47332197549193
Croatia,245289.88,56,2017-01-01,HR,191,13592.2545240617,67.09619204,11.21,100.0,102.9365288,4124531.0,2702875.0,-13654.0,77.8268292682927,49.0,4.64848201109673,1.16593721117815
Chile,216088.06,97,2017-01-01,CL,152,15034.0584252287,82.32748693,6.95,99.7,125.28541,18368577.0,12668844.0,214697.0,80.35,67.0,-0.213266442244986,4.82819188168904
Romania,215696.97,73,2017-01-01,RO,642,10727.9708633184,63.74728218,4.93,100.0,113.7122045,19588715.0,13041212.0,-58735.0,75.209756097561,48.0,8.82370076808195,4.65196859673524
Indonesia,209109.1,159,2017-01-01,ID,360,3839.78507460491,32.33580625,3.78,98.14,164.5351584,264498852.0,177789493.0,-39282.0,69.936,37.0,4.0176256075747,4.29267812199525
Portugal,206608.22,204,2017-01-01,PT,620,21490.429863104,73.79121395,8.87,100.0,114.1311837,10300300.0,6667487.0,5244.0,81.4243902439025,63.0,3.75909438887767,1.51191039440322
Argentina,203992.09,137,2017-01-01,AR,032,14613.0356486571,74.29490687,8.35,100.0,140.5014607,44044811.0,28304390.0,4926.0,76.833,39.0,1.75764818265694,26.0063792819079
Saudi Arabia,180086.05,14,2017-01-01,SA,682,20910.4829617971,94.17559961,5.89,99.97,117.5995716,34193122.0,24270519.0,282947.0,77.16,49.0,-2.34006849997688,7.43145779660462
Austria,178514.85,79,2017-01-01,AT,040,47429.1584564387,87.93558659,5.56,100.0,123.4328495,8797566.0,5893061.0,45573.0,81.6439024390244,75.0,1.55072408627153,1.0055341594591
New Zealand,177418.3,75,2017-01-01,NZ,554,42910.9728362488,87.7,4.74,100.0,134.8432405,4813600.0,3148198.0,48815.0,81.8585365853659,89.0,1.38450151633268,3.51715584280763
Greece,166332.7,98,2017-01-01,GR,300,18582.0893411631,69.89297065,21.41,100.0,120.9954184,10754679.0,6905510.0,-25061.0,81.2878048780488,48.0,1.29229029026882,0.285406259345564
Ireland,136078.64,30,2017-01-01,IE,372,70150.7370157965,84.11400706,6.71,100.0,102.6618166,4807388.0,3141774.0,29200.0,82.1560975609756,74.0,8.12766876172294,1.25108346816501
Hungary,130232.92,93,2017-01-01,HU,348,14621.2395956755,76.75054712,4.16,100.0,101.5946158,9787966.0,6524984.0,18044.0,75.8170731707317,45.0,4.54956329828929,4.02970505144422
Switzerland,106571.96,79,2017-01-01,CH,756,82254.3769269767,89.68614767,4.8,100.0,131.1998185,8451840.0,5653337.0,45208.0,83.5512195121951,85.0,0.421326163056477,-0.367869216813958
Lithuania,91130.25,74,2017-01-01,LT,440,16885.4073948373,77.61525651,7.07,100.0,150.1602369,2828403.0,1852440.0,-15937.0,75.4804878048781,59.0,5.75104655735379,4.24343178964807
India,86484.89,169,2017-01-01,IN,356,1957.96981329558,18.2,7.728,91.7941589355469,86.31708801,1354195680.0,898694113.0,-219656.0,70.467,40.0,5.5683335179763,3.96925792751712
North Macedonia,78116.51,5,2017-01-01,MK,0,5450.49706853299,74.51682418,22.81,99.9943161010742,95.07708173,2074502.0,1450362.0,-1018.0,75.9536585365854,35.0,0.98373642544189,2.80702703539038
